Date,Open,Close,Volume
2020-01-01,100.3283934705406,100.43156592422618,5780
2020-01-02,99.92603538434889,99.79034242868174,5177
2020-01-03,102.28513727896875,101.22832828814286,7476
2020-01-04,105.47128794567134,104.73605779137503,3604
2020-01-05,103.65320203290213,105.19520110241048,9181
2020-01-06,104.99418032183988,104.2658531160911,3382
2020-01-07,106.38412402767024,107.30551691228013,1531
2020-01-08,108.89764358927523,108.40202856508934,7079
2020-01-09,108.29422318570502,108.73960958566883,1634
2020-01-10,109.7031604814673,108.7552523164495,1002
2020-01-11,108.46256071261504,107.20857238194174,9397
2020-01-12,107.70638350734926,107.33706037344528,6951
2020-01-13,107.26575226942737,106.81452867129495,6626
2020-01-14,104.38994162251919,103.45073768062954,8739
2020-01-15,99.47068542276944,100.3252796074357,7003
2020-01-16,99.9755139836392,99.9343257208885,3890
2020-01-17,97.25540318315677,97.14731159152953,7239
2020-01-18,98.42330863596483,98.19323062810317,9026
2020-01-19,95.87730151403402,96.95829862299556,4306
2020-01-20,93.43521293271989,92.41103578212281,1897
2020-01-21,96.13216040204217,95.62881813120899,1670
2020-01-22,96.09098152270754,95.41695463039217,8291
2020-01-23,94.9261188526339,95.60651524565039,2505
2020-01-24,92.03406668412694,92.7354046666769,7460
2020-01-25,91.31880353511575,92.63981907220857,6167
2020-01-26,91.36553160674156,92.4745075354489,6255
2020-01-27,90.48802222485497,89.96026551985199,1249
2020-01-28,89.93427910307801,90.11459656408748,7457
2020-01-29,90.24630426016257,89.94215451696691,2892
2020-01-30,88.38497783247998,89.62130727190774,4439
2020-01-31,86.87200885585636,88.15016958957942,3854
2020-02-01,91.79172640778181,90.2154596038798,4792
2020-02-02,91.50275049502272,91.45813768438778,6330
2020-02-03,89.06630451901545,88.17218384899337,8871
2020-02-04,90.8257300121908,90.230217350983,9235
2020-02-05,88.71171916691803,87.39236501106905,4612
2020-02-06,88.14795228304561,88.89863370628179,3618
2020-02-07,85.76437038473695,85.14488237960867,5678
2020-02-08,83.06491677912017,81.34430573095841,4163
2020-02-09,82.80970429925873,82.27673069265481,3942
2020-02-10,83.38507098841396,83.89845910446675,9411
2020-02-11,84.68917913379819,84.06682869245745,2925
2020-02-12,83.24182290211749,83.33947608512952,3972
2020-02-13,82.55652369739217,83.3331142733555,1990
2020-02-14,80.05354048926813,81.04053080786254,2812
2020-02-15,79.02373220893492,78.24050162452279,9995
2020-02-16,78.91375376435346,77.33756878170051,1489
2020-02-17,80.74579134550714,80.00099578964651,6876
2020-02-18,81.46410282751143,81.8621412083493,4645
2020-02-19,77.30359614328215,77.78975476783182,8081
2020-02-20,77.79264739826951,78.4581173265207,3891
2020-02-21,77.07269037831216,77.05445283401868,4516
2020-02-22,76.95206797920315,76.16409043414811,4340
2020-02-23,76.28033981223774,76.22038379746826,7410
2020-02-24,79.99618346664957,79.53431256722375,1053
2020-02-25,81.28203152978185,81.95125460778954,3575
2020-02-26,79.32347650457096,79.67139260288143,1615
2020-02-27,79.27833623531964,79.57521810142205,6944
2020-02-28,79.4636856601459,79.93829388822869,8404
2020-02-29,82.18828450770454,80.68255486434859,1954
2020-03-01,81.28449328387315,81.2879961704223,2629
2020-03-02,79.9552134562699,79.24465929123454,7859
2020-03-03,77.45275724898103,77.96703659960646,9841
2020-03-04,75.69138906353632,74.79096265393652,4278
2020-03-05,77.95646674237138,76.1551532725998,6455
2020-03-06,79.26554448629098,79.68828862853492,4801
2020-03-07,79.94613303224594,79.2902812804273,3561
2020-03-08,81.97038610108805,81.67926664849823,7539
2020-03-09,82.89676375582886,82.58493748446739,1370
2020-03-10,80.40343357204256,80.22777634640593,1857
2020-03-11,82.29473934216905,81.10909600305236,5886
2020-03-12,85.75722758706809,85.05644733863765,8485
2020-03-13,84.22687668525738,84.55384517386221,1383
2020-03-14,87.47188442899267,88.4551447542438,5334
2020-03-15,83.7000977590487,83.0618908681493,5290
2020-03-16,83.76306648513486,85.09232130569569,3725
2020-03-17,85.28397690293137,84.96019236953066,7204
2020-03-18,83.96174772815654,83.83705417004077,7111
2020-03-19,83.65517571713784,84.50664681312035,5251
2020-03-20,80.92707554167471,79.73633808764053,1922
2020-03-21,79.63684247346,79.3588589610111,3915
2020-03-22,80.49009181433756,81.03842742631976,8957
2020-03-23,83.13471193476073,83.30908422876436,4046
2020-03-24,82.56560646228375,82.9764654404506,2230
2020-03-25,80.08976529879757,81.40756230096409,8647
2020-03-26,79.54136653976198,80.47432814178103,5933
2020-03-27,82.52883234653318,82.42327817354501,4940
2020-03-28,81.76377678658423,82.10948036220856,7483
2020-03-29,81.50146284273048,80.82572315029017,1203
2020-03-30,81.86490450832399,82.37892187306284,1160
2020-03-31,82.95562572994389,82.15102432544595,9960
2020-04-01,83.60771678107317,84.54811779323693,4748
2020-04-02,83.88150536203885,83.3530349971694,7718
2020-04-03,82.19411806145351,82.66334901567049,3581
2020-04-04,80.97442359911484,81.25142844646216,2093
2020-04-05,77.72228627081769,77.90901317955517,5500
2020-04-06,78.5070491404619,79.02859200721123,9799
2020-04-07,79.72919177175864,78.97483216281043,6710
2020-04-08,79.3738771407941,80.48006485829913,3875
2020-04-09,79.88846325294645,78.92245144265695,4191
2020-04-10,76.26173008440401,75.70887453152703,2837
2020-04-11,75.05609293672494,74.60955991136119,1689
2020-04-12,75.10752533170421,75.16488013106911,4759
2020-04-13,73.6822352538238,73.54248545496239,3103
2020-04-14,72.28019321252279,72.62731772988347,1365
2020-04-15,73.08944954292659,72.89763488804526,9092
2020-04-16,76.59992576663811,77.34584070256149,5172
2020-04-17,78.34854256856597,77.49817352856148,7033
2020-04-18,78.71844837512384,78.74508059935025,3378
2020-04-19,78.19120923984752,78.45350598725327,2205
2020-04-20,75.0927459556882,74.1335925141449,5988
2020-04-21,74.96271761275148,73.78716241536135,6669
2020-04-22,74.64254645552693,75.44790965904461,3735
2020-04-23,80.1348645127305,79.30632519409622,9490
2020-04-24,78.42528244221529,79.39014849370223,1956
2020-04-25,78.84053394560442,78.89780064196569,7623
2020-04-26,79.08677039043248,79.51845056671729,2474
2020-04-27,76.32408880433806,76.26498853189837,5460
2020-04-28,79.55789977719152,79.50647095701036,8002
2020-04-29,81.87263817115294,81.92746160079842,7396
2020-04-30,81.66017776198613,82.34990410662071,3828
2020-05-01,80.00693559907968,79.84070779620946,3850
2020-05-02,83.4727024494987,82.63021597477051,3964
2020-05-03,81.63235230240308,80.54057578724101,5594
2020-05-04,81.5706286649013,81.2583663278742,7644
2020-05-05,86.33369732394456,85.36593189922415,3850
2020-05-06,83.42130077440717,84.85058228420675,1165
2020-05-07,82.50224599902502,83.12260561486463,1919
2020-05-08,84.37812257319383,82.98335187122144,9305
2020-05-09,83.32814841191582,83.1980773850767,4504
2020-05-10,78.30646411878028,78.52886207731251,1991
2020-05-11,80.33733367737,80.34554776443416,7047
2020-05-12,77.58734255470232,76.93703611382603,4839
2020-05-13,78.99212412938172,79.03309488495904,2258
2020-05-14,76.32691878314179,76.62332482483299,8609
2020-05-15,79.54849993906765,80.17072260139213,9706
2020-05-16,77.9284944577505,78.91882762365759,5804
2020-05-17,77.64040677991753,76.88348914046281,1067
2020-05-18,78.2130152090773,79.85598367037986,6660
2020-05-19,75.5319312464421,76.25094785650158,5478
2020-05-20,76.54276381908738,76.69792774537885,9210
2020-05-21,79.95055096994315,79.22196365297887,4521
2020-05-22,75.7299298795933,76.40903819004258,1572
2020-05-23,77.04235555906186,76.003780778769,8082
2020-05-24,78.1550803731234,77.32267925162488,8832
2020-05-25,77.96670345604231,78.86231164928348,6395
2020-05-26,76.65020483915757,76.82880422791705,3258
2020-05-27,73.5515878151479,74.33138730041394,7039
2020-05-28,75.44425501652756,74.58885320839741,1650
2020-05-29,74.65623943313369,74.9066063529419,6741
2020-05-30,76.18817745938301,75.32159534956487,7838
2020-05-31,77.17205255322085,75.88506964733438,3587
2020-06-01,76.0250009697157,74.2510676951657,8876
2020-06-02,75.96677598166896,75.28517588275909,4262
2020-06-03,76.18077439970388,75.72692025594858,2338
2020-06-04,74.99341651603672,75.6905568073671,5996
2020-06-05,79.22708102688124,78.60468871042389,6780
2020-06-06,79.57815639302503,79.13149097780838,3827
2020-06-07,76.11510402473574,77.21526510732946,6232
2020-06-08,79.2293345136237,77.64583052530114,3217
2020-06-09,76.7971272842182,76.3061612805595,4539
2020-06-10,78.3452697611945,78.24471163248214,8845
2020-06-11,79.74078445245023,80.2872298112397,5383
2020-06-12,78.98584045141669,78.47162711226004,3961
2020-06-13,80.38255058074834,81.58251854723943,4226
2020-06-14,81.72284957739602,82.18101314761088,7837
2020-06-15,82.27769000391798,83.31131585962088,8031
2020-06-16,87.17378051781597,86.99684463097446,4716
2020-06-17,87.36614112814549,86.60863463625333,4414
2020-06-18,83.95626542561028,84.26246556353404,2448
2020-06-19,84.03516085708077,82.87108797516677,1570
2020-06-20,81.263007840153,80.52811098448906,3904
2020-06-21,82.03649540055358,81.24608057485271,3505
2020-06-22,82.54206341762888,82.06334161742765,1917
2020-06-23,82.66470657014571,81.98617352037878,7982
2020-06-24,84.66193896474708,85.11309824057545,8427
2020-06-25,84.96807545260293,85.02995355187471,7336
2020-06-26,86.92639312761693,87.56239895522667,2678
2020-06-27,86.24286514096542,86.65557207536968,1615
2020-06-28,92.36432392214536,92.76907547031357,8086
2020-06-29,93.89616373043073,92.54177653419514,5749
2020-06-30,92.09072700326888,92.14717632226541,4505
2020-07-01,90.01999903531069,88.67401336552712,5529
2020-07-02,90.26048319770564,90.97773789317858,2135
2020-07-03,90.57805942977812,89.49392613393078,9566
2020-07-04,90.61081009635349,92.12457314764865,8226
2020-07-05,92.40584543068105,93.20495142241015,6162
2020-07-06,91.18272673044186,91.46880134825584,1206
2020-07-07,90.12679363310934,90.40297318343958,5875
2020-07-08,87.18085059367986,88.40990228026244,2319
2020-07-09,86.34724300302155,86.52171249174933,2141
2020-07-10,88.6586296218297,88.99479025347907,5627
2020-07-11,88.47299889925108,88.87334574097302,8389
2020-07-12,86.10179238453146,85.95506495512561,3690
2020-07-13,86.02585525273741,86.1223341020405,8323
2020-07-14,87.06790533370513,86.72784793261862,4255
2020-07-15,85.00822613257048,86.07728326079958,9281
2020-07-16,85.00752893747212,85.63421810358128,6213
2020-07-17,86.18445171359,86.00010545122873,5108
2020-07-18,84.02803952827603,83.67626489116836,4020
2020-07-19,84.64616934388178,84.56174671032882,2857
2020-07-20,85.45574579220016,86.25991199584811,9996
2020-07-21,87.45443175130804,88.65633887811643,3789
2020-07-22,90.52913159416303,89.61763271216701,4875
2020-07-23,87.08528912937763,87.7021634033178,8605
2020-07-24,85.1298392345344,85.70053106858438,9135
2020-07-25,85.25283014530514,86.34860391660341,7055
2020-07-26,86.911613570769,88.14121220274056,4882
2020-07-27,88.0196045257005,87.6601623191856,8175
2020-07-28,95.76232183123203,95.18320469005747,8129
2020-07-29,97.26680202927923,97.81438122473541,6021
2020-07-30,99.4447936646395,99.25588820445326,5735
2020-07-31,101.50140228375905,101.97952980658629,3387
2020-08-01,103.11814112386803,103.37455501117459,7582
